experiment,layer_group,round,divergence
P2_share_middle,value_head,320,1.186748
P2_share_middle,value_head,330,1.584792
P2_share_middle,value_head,340,1.575959
P2_share_middle,value_head,350,1.57232
P3_share_late,input_block,10,0.800754
P3_share_late,input_block,20,0.725221
P3_share_late,input_block,30,0.711927
P3_share_late,input_block,40,0.720269
P3_share_late,input_block,50,0.728817
P3_share_late,input_block,60,0.733932
P3_share_late,input_block,70,0.746332
P3_share_late,input_block,80,0.746646
P3_share_late,input_block,90,0.750139
P3_share_late,input_block,100,0.768436
P3_share_late,input_block,110,0.769124
P3_share_late,input_block,120,0.778868
P3_share_late,input_block,130,0.778651
P3_share_late,input_block,140,0.778147
P3_share_late,input_block,150,0.793474
P3_share_late,input_block,160,0.790947
P3_share_late,input_block,170,0.791359
P3_share_late,input_block,180,0.793436
P3_share_late,input_block,190,0.801517
P3_share_late,input_block,200,0.800402
P3_share_late,input_block,210,0.810741
P3_share_late,input_block,220,0.805478
P3_share_late,input_block,230,0.809977
P3_share_late,input_block,240,0.811214
P3_share_late,input_block,250,0.815044
P3_share_late,input_block,260,0.823688
P3_share_late,input_block,270,0.814976
P3_share_late,input_block,280,0.817606
P3_share_late,input_block,290,0.819934
P3_share_late,input_block,300,0.819946
P3_share_late,input_block,310,0.820807
P3_share_late,input_block,320,0.821061
P3_share_late,input_block,330,0.821136
P3_share_late,input_block,340,0.820809
P3_share_late,input_block,350,0.819142
P3_share_late,early_residual,10,0.562542
P3_share_late,early_residual,20,0.539233
P3_share_late,early_residual,30,0.529789
P3_share_late,early_residual,40,0.528646
P3_share_late,early_residual,50,0.526912
P3_share_late,early_residual,60,0.526619
P3_share_late,early_residual,70,0.530538
P3_share_late,early_residual,80,0.530804
P3_share_late,early_residual,90,0.535493
P3_share_late,early_residual,100,0.538083
P3_share_late,early_residual,110,0.541336
P3_share_late,early_residual,120,0.546143
P3_share_late,early_residual,130,0.54949
P3_share_late,early_residual,140,0.551029
P3_share_late,early_residual,150,0.554096
P3_share_late,early_residual,160,0.556612
P3_share_late,early_residual,170,0.559981
P3_share_late,early_residual,180,0.563996
P3_share_late,early_residual,190,0.56634
P3_share_late,early_residual,200,0.569234
P3_share_late,early_residual,210,0.571449
P3_share_late,early_residual,220,0.573367
P3_share_late,early_residual,230,0.575892
P3_share_late,early_residual,240,0.577798
P3_share_late,early_residual,250,0.580183
P3_share_late,early_residual,260,0.582473
P3_share_late,early_residual,270,0.581303
P3_share_late,early_residual,280,0.582794
P3_share_late,early_residual,290,0.584627
P3_share_late,early_residual,300,0.586374
P3_share_late,early_residual,310,0.588005
P3_share_late,early_residual,320,0.589527
P3_share_late,early_residual,330,0.589908
P3_share_late,early_residual,340,0.59034
P3_share_late,early_residual,350,0.589831
P3_share_late,middle_residual,10,0.68851
P3_share_late,middle_residual,20,0.672103
P3_share_late,middle_residual,30,0.663363
P3_share_late,middle_residual,40,0.662865
P3_share_late,middle_residual,50,0.65648
P3_share_late,middle_residual,60,0.659877
P3_share_late,middle_residual,70,0.671041
P3_share_late,middle_residual,80,0.679978
P3_share_late,middle_residual,90,0.693441
P3_share_late,middle_residual,100,0.702066
P3_share_late,middle_residual,110,0.71499
P3_share_late,middle_residual,120,0.723219
P3_share_late,middle_residual,130,0.737971
P3_share_late,middle_residual,140,0.740825
P3_share_late,middle_residual,150,0.747897
P3_share_late,middle_residual,160,0.757506
P3_share_late,middle_residual,170,0.762259
P3_share_late,middle_residual,180,0.764887
P3_share_late,middle_residual,190,0.772264
P3_share_late,middle_residual,200,0.778888
P3_share_late,middle_residual,210,0.783736
P3_share_late,middle_residual,220,0.788077
P3_share_late,middle_residual,230,0.791686
P3_share_late,middle_residual,240,0.792791
P3_share_late,middle_residual,250,0.800494
P3_share_late,middle_residual,260,0.803106
P3_share_late,middle_residual,270,0.80359
P3_share_late,middle_residual,280,0.80609
P3_share_late,middle_residual,290,0.807207
P3_share_late,middle_residual,300,0.808435
P3_share_late,middle_residual,310,0.812095
P3_share_late,middle_residual,320,0.812463
P3_share_late,middle_residual,330,0.813051
P3_share_late,middle_residual,340,0.813293
P3_share_late,middle_residual,350,0.81292
P3_share_late,policy_head,10,-1e-06
P3_share_late,policy_head,20,-2e-06
P3_share_late,policy_head,30,-1e-06
P3_share_late,policy_head,40,-2e-06
P3_share_late,policy_head,50,-2e-06
P3_share_late,policy_head,60,-2e-06
P3_share_late,policy_head,70,-3e-06
P3_share_late,policy_head,80,-3e-06
P3_share_late,policy_head,90,-2e-06
P3_share_late,policy_head,100,-2e-06
P3_share_late,policy_head,110,-3e-06
P3_share_late,policy_head,120,-4e-06
P3_share_late,policy_head,130,-3e-06
P3_share_late,policy_head,140,-3e-06
P3_share_late,policy_head,150,-3e-06
P3_share_late,policy_head,160,-3e-06
P3_share_late,policy_head,170,-3e-06
P3_share_late,policy_head,180,-4e-06
P3_share_late,policy_head,190,-4e-06
P3_share_late,policy_head,200,-4e-06
P3_share_late,policy_head,210,-4e-06
P3_share_late,policy_head,220,-4e-06
P3_share_late,policy_head,230,-3e-06
P3_share_late,policy_head,240,-4e-06
P3_share_late,policy_head,250,-3e-06
P3_share_late,policy_head,260,-3e-06
P3_share_late,policy_head,270,-3e-06
P3_share_late,policy_head,280,-3e-06
P3_share_late,policy_head,290,-3e-06
P3_share_late,policy_head,300,-3e-06
P3_share_late,policy_head,310,-3e-06
P3_share_late,policy_head,320,-3e-06
P3_share_late,policy_head,330,-3e-06
P3_share_late,policy_head,340,-3e-06
P3_share_late,policy_head,350,-3e-06
P3_share_late,value_head,10,-0.0
P3_share_late,value_head,20,-0.0
P3_share_late,value_head,30,-0.0
P3_share_late,value_head,40,0.0
P3_share_late,value_head,50,0.0
P3_share_late,value_head,60,-0.0
P3_share_late,value_head,70,-0.0
P3_share_late,value_head,80,-0.0
P3_share_late,value_head,90,-0.0
P3_share_late,value_head,100,-0.0
P3_share_late,value_head,110,0.0
P3_share_late,value_head,120,0.0
P3_share_late,value_head,130,-0.0
P3_share_late,value_head,140,-0.0
P3_share_late,value_head,150,0.0
P3_share_late,value_head,160,-0.0
P3_share_late,value_head,170,0.0
P3_share_late,value_head,180,0.0
P3_share_late,value_head,190,0.0
P3_share_late,value_head,200,-0.0
P3_share_late,value_head,210,0.0
P3_share_late,value_head,220,-0.0
P3_share_late,value_head,230,-0.0
P3_share_late,value_head,240,0.0
P3_share_late,value_head,250,-0.0
P3_share_late,value_head,260,-0.0
P3_share_late,value_head,270,-0.0
P3_share_late,value_head,280,-0.0
P3_share_late,value_head,290,-0.0
P3_share_late,value_head,300,-0.0
P3_share_late,value_head,310,-0.0
P3_share_late,value_head,320,-0.0
P3_share_late,value_head,330,-0.0
P3_share_late,value_head,340,-0.0
P3_share_late,value_head,350,-0.0
P4_share_backbone,input_block,10,-1e-06
P4_share_backbone,input_block,20,-1e-06
P4_share_backbone,input_block,30,-1e-06
P4_share_backbone,input_block,40,-1e-06
P4_share_backbone,input_block,50,-1e-06
P4_share_backbone,input_block,60,-1e-06
P4_share_backbone,input_block,70,-1e-06
P4_share_backbone,input_block,80,-1e-06
P4_share_backbone,input_block,90,-1e-06
P4_share_backbone,input_block,100,-1e-06
P4_share_backbone,input_block,110,-2e-06
P4_share_backbone,input_block,120,-1e-06
P4_share_backbone,input_block,130,-1e-06
P4_share_backbone,input_block,140,-1e-06
P4_share_backbone,input_block,150,-1e-06
P4_share_backbone,input_block,160,-1e-06
P4_share_backbone,input_block,170,-1e-06
P4_share_backbone,input_block,180,-1e-06
P4_share_backbone,input_block,190,-1e-06
P4_share_backbone,input_block,200,-1e-06
P4_share_backbone,input_block,210,-1e-06
P4_share_backbone,input_block,220,-1e-06
P4_share_backbone,input_block,230,-1e-06
P4_share_backbone,input_block,240,-1e-06
P4_share_backbone,input_block,250,-2e-06
P4_share_backbone,input_block,260,-1e-06
P4_share_backbone,input_block,270,-1e-06
P4_share_backbone,input_block,280,-1e-06
P4_share_backbone,input_block,290,-1e-06
P4_share_backbone,input_block,300,-1e-06
P4_share_backbone,input_block,310,-1e-06
P4_share_backbone,input_block,320,-1e-06
P4_share_backbone,input_block,330,-1e-06
P4_share_backbone,input_block,340,-1e-06
P4_share_backbone,input_block,350,-1e-06
P4_share_backbone,early_residual,10,0.625749
P4_share_backbone,early_residual,20,0.630717
P4_share_backbone,early_residual,30,0.624982
P4_share_backbone,early_residual,40,0.621722
P4_share_backbone,early_residual,50,0.618126
P4_share_backbone,early_residual,60,0.62035
P4_share_backbone,early_residual,70,0.626062
P4_share_backbone,early_residual,80,0.630399
P4_share_backbone,early_residual,90,0.634435
P4_share_backbone,early_residual,100,0.637952
P4_share_backbone,early_residual,110,0.642164
P4_share_backbone,early_residual,120,0.646608
P4_share_backbone,early_residual,130,0.652506
P4_share_backbone,early_residual,140,0.657383
P4_share_backbone,early_residual,150,0.661526
P4_share_backbone,early_residual,160,0.666348
P4_share_backbone,early_residual,170,0.669641
P4_share_backbone,early_residual,180,0.676718
P4_share_backbone,early_residual,190,0.679603
P4_share_backbone,early_residual,200,0.684062
P4_share_backbone,early_residual,210,0.686492
P4_share_backbone,early_residual,220,0.688762
P4_share_backbone,early_residual,230,0.69224
P4_share_backbone,early_residual,240,0.693792
P4_share_backbone,early_residual,250,0.695911
P4_share_backbone,early_residual,260,0.698902
P4_share_backbone,early_residual,270,0.699336
P4_share_backbone,early_residual,280,0.701588
P4_share_backbone,early_residual,290,0.701918
P4_share_backbone,early_residual,300,0.702733
P4_share_backbone,early_residual,310,0.702847
P4_share_backbone,early_residual,320,0.702541
P4_share_backbone,early_residual,330,0.703803
P4_share_backbone,early_residual,340,0.703772
P4_share_backbone,early_residual,350,0.704227
P4_share_backbone,middle_residual,10,0.696795
P4_share_backbone,middle_residual,20,0.700052
P4_share_backbone,middle_residual,30,0.709011
P4_share_backbone,middle_residual,40,0.696911
P4_share_backbone,middle_residual,50,0.700501
P4_share_backbone,middle_residual,60,0.704462
P4_share_backbone,middle_residual,70,0.71065
P4_share_backbone,middle_residual,80,0.722537
P4_share_backbone,middle_residual,90,0.734254
P4_share_backbone,middle_residual,100,0.747747
P4_share_backbone,middle_residual,110,0.764373
P4_share_backbone,middle_residual,120,0.775452
P4_share_backbone,middle_residual,130,0.79017
P4_share_backbone,middle_residual,140,0.798779
P4_share_backbone,middle_residual,150,0.806859
P4_share_backbone,middle_residual,160,0.815047
P4_share_backbone,middle_residual,170,0.826556
P4_share_backbone,middle_residual,180,0.834434
P4_share_backbone,middle_residual,190,0.837135
P4_share_backbone,middle_residual,200,0.840835
P4_share_backbone,middle_residual,210,0.840723
P4_share_backbone,middle_residual,220,0.844043
P4_share_backbone,middle_residual,230,0.849717
P4_share_backbone,middle_residual,240,0.852576
P4_share_backbone,middle_residual,250,0.854117
P4_share_backbone,middle_residual,260,0.856739
P4_share_backbone,middle_residual,270,0.85759
P4_share_backbone,middle_residual,280,0.85779
P4_share_backbone,middle_residual,290,0.862311
P4_share_backbone,middle_residual,300,0.86409
P4_share_backbone,middle_residual,310,0.863404
P4_share_backbone,middle_residual,320,0.863196
P4_share_backbone,middle_residual,330,0.864494
P4_share_backbone,middle_residual,340,0.863829
P4_share_backbone,middle_residual,350,0.863793
P4_share_backbone,policy_head,10,0.287065
P4_share_backbone,policy_head,20,0.277356
P4_share_backbone,policy_head,30,0.273425
P4_share_backbone,policy_head,40,0.270602
P4_share_backbone,policy_head,50,0.265734
P4_share_backbone,policy_head,60,0.262461
P4_share_backbone,policy_head,70,0.25803
P4_share_backbone,policy_head,80,0.253108
P4_share_backbone,policy_head,90,0.24936
P4_share_backbone,policy_head,100,0.245838
P4_share_backbone,policy_head,110,0.241279
P4_share_backbone,policy_head,120,0.23824
P4_share_backbone,policy_head,130,0.234821
P4_share_backbone,policy_head,140,0.231459
P4_share_backbone,policy_head,150,0.229438
P4_share_backbone,policy_head,160,0.226812
P4_share_backbone,policy_head,170,0.224417
P4_share_backbone,policy_head,180,0.223272
P4_share_backbone,policy_head,190,0.221318
P4_share_backbone,policy_head,200,0.219785
P4_share_backbone,policy_head,210,0.218133
P4_share_backbone,policy_head,220,0.217234
P4_share_backbone,policy_head,230,0.215743
P4_share_backbone,policy_head,240,0.214852
P4_share_backbone,policy_head,250,0.214341
P4_share_backbone,policy_head,260,0.21342
P4_share_backbone,policy_head,270,0.212707
P4_share_backbone,policy_head,280,0.212463
P4_share_backbone,policy_head,290,0.211751
P4_share_backbone,policy_head,300,0.211194
P4_share_backbone,policy_head,310,0.211035
P4_share_backbone,policy_head,320,0.211028
P4_share_backbone,policy_head,330,0.210828
P4_share_backbone,policy_head,340,0.210855
P4_share_backbone,policy_head,350,0.210894
P4_share_backbone,value_head,10,0.671839
P4_share_backbone,value_head,20,0.681497
P4_share_backbone,value_head,30,0.67987
P4_share_backbone,value_head,40,0.685965
P4_share_backbone,value_head,50,0.693218
P4_share_backbone,value_head,60,0.6962
P4_share_backbone,value_head,70,0.700852
P4_share_backbone,value_head,80,0.700148
P4_share_backbone,value_head,90,0.712579
P4_share_backbone,value_head,100,0.716511
P4_share_backbone,value_head,110,0.728065
P4_share_backbone,value_head,120,0.73464
P4_share_backbone,value_head,130,0.734996
P4_share_backbone,value_head,140,1.143696
P4_share_backbone,value_head,150,0.74368
P4_share_backbone,value_head,160,1.180375
P4_share_backbone,value_head,170,0.749881
P4_share_backbone,value_head,180,0.757034
P4_share_backbone,value_head,190,1.194491
P4_share_backbone,value_head,200,1.218311
P4_share_backbone,value_head,210,1.193385
P4_share_backbone,value_head,220,1.2235
P4_share_backbone,value_head,230,0.769283
P4_share_backbone,value_head,240,1.229512
P4_share_backbone,value_head,250,1.203334
P4_share_backbone,value_head,260,1.19648
P4_share_backbone,value_head,270,1.182448
P4_share_backbone,value_head,280,1.253505
P4_share_backbone,value_head,290,1.235081
P4_share_backbone,value_head,300,1.254135
P4_share_backbone,value_head,310,1.238143
P4_share_backbone,value_head,320,0.772545
P4_share_backbone,value_head,330,1.189334
P4_share_backbone,value_head,340,0.771437
P4_share_backbone,value_head,350,0.770918
